MeasurementNumber,NZTM-mE,NZTM-mN,CO2,GroundTemperature
4122003066,1878448,5720878,6.0,44.8
4122003067,1878485,5720870,18.0,42.4
4122003068,1878469,5720838,21.0,55.1
4122003069,1878430,5720806,164.6,31.3
4122003070,1878406,5720799,17.1,28.5
4122003071,1878387,5720773,4.5,19.8
17122003001,1877900,5719844,1.2,14.0
17122003002,1877917,5719841,14.9,13.0
17122003003,1877904,5719825,9.3,14.2
17122003004,1877903,5719815,5.3,12.7
17122003005,1877896,5719797,5.3,14.3
17122003006,1877873,5719782,2.8,12.6
17122003007,1877857,5719782,123.8,21.0
17122003008,1877864,5719793,1.2,20.2
17122003009,1877885,5719765,1.2,15.2
17122003010,1877886,5719739,451.8,21.1
17122003011,1877904,5719733,1.2,16.0
17122003012,1877885,5719722,1.2,20.2
17122003013,1877877,5719704,1.2,17.3
17122003014,1877858,5719704,5.6,19.7
17122003015,1877835,5719705,1.2,18.1
17122003016,1877812,5719695,6.2,18.2
17122003017,1877824,5719784,55.7,26.3
17122003018,1877797,5719795,23.8,16.0
17122003019,1877786,5719808,1.2,16.7
17122003020,1877777,5719803,21.0,16.8
17122003021,1877758,5719825,4.6,15.5
17122003022,1877743,5719813,1.2,16.6
17122003023,1877724,5719818,5.6,16.8
17122003024,1877735,5719818,5.6,18.4
17122003025,1877755,5719783,162.8,17.7
17122003026,1877733,5719762,1.2,20.3
17122003027,1877716,5719781,5.6,17.0
17122003028,1877712,5719758,5.9,16.4
17122003029,1877729,5719743,5.3,19.3
17122003030,1877715,5719717,9.6,19.8
17122003031,1877752,5719722,1.2,15.9
17122003032,1877756,5719744,10211.4,21.0
17122003033,1877781,5719737,1.2,16.7
17122003034,1877791,5719705,21.0,19.1
17122003035,1877809,5719750,1.2,20.5
17122003036,1878324,5720795,16.1,24.7
17122003037,1878298,5720782,29.4,23.3
17122003038,1878306,5720755,178.5,20.4
17122003039,1878307,5720699,11.8,24.8
17122003040,1878278,5720738,36.4,32.6
17122003041,1878266,5720818,26.1,24.3
17122003042,1878331,5720864,26.1,23.1
17122003043,1878335,5720868,27.3,21.7
17122003044,1878318,5720903,27.0,95.0
17122003045,1878268,5720867,12.7,23.1
17122003046,1878236,5720879,25.8,25.1
17122003047,1878260,5720901,13.3,22.8
17122003048,1878248,5720942,12.1,25.9
17122003049,1878279,5720947,60.6,43.7
17122003050,1878233,5720967,57.9,22.9
17122003051,1878273,5720996,11.5,21.0
17122003052,1878300,5721007,24.8,24.0
17122003053,1878331,5721012,87.3,22.0
17122003054,1878255,5721019,19.4,27.9
17122003055,1878258,5721081,5.5,25.8
17122003056,1878292,5721065,15.5,24.4
17122003057,1878273,5721087,13.0,19.0
17122003058,1878231,5721083,4.5,18.9
17122003059,1878208,5721063,26.1,28.3
17122003060,1878158,5721072,14.8,24.9
17122003061,1878151,5721045,19.7,23.6
17122003062,1878125,5721022,26.7,25.8
17122003063,1878133,5720965,50.0,27.7
17122003064,1878161,5720958,7.6,22.7
17122003065,1878143,5720934,97.0,24.0
17122003066,1878197,5720915,10.1,23.4
17122003067,1878206,5720951,53.5,33.5
17122003068,1878213,5720971,489.9,66.8
17122003069,1878180,5720946,15.3,27.7
17122003070,1878175,5720983,44.6,28.8
17122003071,1878191,5720998,29.6,33.2
17122003072,1878195,5721035,146.6,45.6
17122003073,1878221,5720995,6.1,41.5
17122003074,1878166,5720991,252.9,60.5
17122003075,1878323,5721123,788.0,25.8
9012004001,1878293,5720847,13.3,27.2
9012004002,1878340,5720872,26.7,32.1
9012004003,1878327,5720906,29.6,27.1
9012004004,1878259,5720866,62.3,23.3
9012004005,1878241,5720889,16.3,27.0
9012004006,1878268,5720904,26.7,25.8
9012004007,1878203,5720918,11.9,28.4
9012004008,1878260,5720938,26.7,33.4
9012004009,1878237,5720969,23.7,28.6
9012004010,1878260,5720981,21.9,27.8
9012004011,1878299,5721010,14.8,26.2
9012004012,1878341,5721014,40.0,24.7
9012004013,1878262,5721028,29.6,31.1
9012004014,1878301,5721070,23.7,24.8
9012004015,1878273,5721077,26.7,30.3
9012004016,1878272,5721102,8.9,28.4
9012004017,1878242,5721097,23.7,24.7
9012004018,1878213,5721069,7.7,32.9
9012004019,1878207,5721070,8.9,29.1
9012004020,1878153,5721068,86.0,26.4
9012004021,1878135,5721039,3.9,31.4
9012004022,1878111,5721013,17.8,25.5
9012004023,1878126,5720982,32.6,34.4
9012004024,1878156,5720965,16.0,28.6
9012004025,1878169,5720975,11.9,33.7
9012004026,1878194,5721003,112.7,39.1
9012004027,1878228,5721006,2.4,43.7
9012004028,1878193,5721044,80.1,33.2
9012004029,1878193,5721003,97.8,40.4
9012004030,1878181,5720987,198.7,56.5
9012004031,1878149,5720992,77.1,63.3
9012004032,1878143,5720986,14.8,36.0
9012004033,1878199,5720928,17.8,29.5
9012004034,1878211,5720956,97.8,45.0
9012004035,1878317,5721118,17.8,26.6
9012004036,1878342,5721054,5.1,27.3
9012004037,1878361,5721080,17.9,24.2
9012004038,1878359,5721124,11.9,21.0
9012004039,1878358,5721123,20.8,23.1
9012004040,1878389,5721057,6.0,25.0
9012004041,1878391,5721009,44.7,48.5
9012004042,1878421,5721041,26.8,25.0
9012004043,1878446,5721008,14.9,34.7
9012004044,1878462,5721015,23.8,29.7
9012004045,1878504,5721014,14.9,27.3
9012004046,1878511,5720976,20.8,30.8
9012004047,1878483,5720992,7.4,31.9
9012004048,1878446,5721052,8.9,28.3
9012004049,1878422,5721074,14.9,24.0
9012004050,1878437,5721091,23.8,24.4
9012004051,1878438,5721091,53.6,24.3
9012004052,1878459,5721135,6.0,23.7
9012004053,1878471,5721094,1.2,25.4
9012004054,1878496,5721049,17.9,28.3
9012004055,1878514,5721075,26.9,28.5
9012004056,1878552,5721048,56.7,30.7
9012004057,1878577,5721010,50.8,32.4
9012004058,1878570,5721044,14.9,27.6
9012004059,1878551,5721087,23.9,27.3
9012004060,1878536,5721126,9.0,26.8
9012004061,1878498,5721106,41.8,25.7
9012004062,1878595,5721081,29.9,24.3
9012004063,1878598,5721081,6.0,28.1
9012004064,1878632,5720978,23.9,32.4
9012004065,1878627,5721005,71.7,30.4
9012004066,1878721,5720945,38.8,29.5
9012004067,1878712,5720869,3.0,27.9
9012004068,1878645,5720850,14.9,27.6
13012004001,1877799,5721487,11.9,30.0
13012004002,1877766,5721472,148.5,46.6
13012004003,1877760,5721455,47.5,58.4
13012004004,1877765,5721435,35.7,53.3
13012004005,1877778,5721455,29.7,59.1
13012004006,1877774,5721421,13.4,39.3
13012004007,1877789,5721388,16.3,32.3
13012004008,1877825,5721379,23.2,41.7
13012004009,1877774,5721350,37.1,32.7
13012004010,1877762,5721331,38.6,51.0
13012004011,1877749,5721349,50.5,29.0
13012004012,1877744,5721370,246.6,34.8
13012004013,1877733,5721389,24.1,62.2
13012004014,1877737,5721411,47.5,36.1
13012004015,1877746,5721434,35.7,46.7
13012004016,1877744,5721452,70.7,28.1
13012004017,1877742,5721480,23.8,28.8
13012004018,1878160,5720983,1231.7,84.1
13012004019,1878186,5721013,4.4,38.5
13012004020,1878520,5720836,1906.3,98.0
13012004021,1878455,5720822,140.8,36.1
13012004022,1878467,5720337,67.5,42.3
13012004023,1878435,5720326,18.5,35.0
13012004024,1878400,5720341,32.3,26.1
13012004025,1878348,5720385,11.7,25.0
13012004026,1878301,5720364,132.0,31.0
13012004027,1878250,5720376,29.3,29.6
13012004028,1878288,5720375,44.0,47.4
13012004029,1878276,5720383,1906.3,80.9
13012004030,1878279,5720403,85.0,35.1
13012004031,1878290,5720432,322.6,34.5
13012004032,1878318,5720433,32.3,31.4
13012004033,1878294,5720448,351.9,74.7
13012004034,1878299,5720473,29.3,31.5
13012004035,1878340,5720461,1.2,25.9
13012004036,1878349,5720493,1.2,25.5
13012004037,1878370,5720428,1642.3,98.0
13012004038,1878397,5720408,73.3,27.1
13012004039,1878440,5720397,5.9,26.0
13012004040,1878460,5720398,3138.0,38.6
13012004041,1878447,5720428,14.7,25.4
13012004042,1878420,5720416,29.3,27.0
13012004043,1877182,5719741,1.5,29.0
13012004044,1877174,5719739,1.5,32.1
15012004001,1877235,5719719,1.8,20.1
15012004002,1877293,5719748,5.5,20.0
15012004003,1877298,5719720,1.8,19.6
15012004004,1877314,5719668,1.2,19.7
15012004005,1877329,5719626,115.3,21.5
15012004006,1877331,5719612,719.3,20.3
15012004007,1877308,5719611,461.3,23.1
15012004008,1877265,5719651,1.2,19.9
15012004009,1877238,5719660,23.4,19.9
15012004010,1877220,5719691,69.8,19.6
15012004011,1877179,5719700,33.4,19.7
15012004012,1877188,5719668,81.9,19.6
15012004013,1877126,5719657,4.6,21.3
15012004014,1877132,5719696,1323.3,19.6
15012004015,1877106,5719635,9432.8,19.9
15012004016,1877047,5719623,3247.5,20.4
15012004017,1877031,5719596,21.9,20.4
15012004018,1877020,5719627,16.4,21.6
15012004019,1877047,5719649,1214.0,20.0
15012004020,1877029,5719663,48.6,21.7
15012004021,1877037,5719697,18.2,20.0
15012004022,1877033,5719737,4.6,20.1
15012004023,1877025,5719793,14.3,22.1
15012004024,1877012,5719916,24.9,19.7
15012004025,1877019,5719862,20.0,22.2
15012004026,1877046,5719914,17.0,19.9
15012004027,1877116,5719932,5.2,20.1
15012004028,1877156,5719877,3.0,20.3
15012004029,1877167,5719877,8.8,21.4
15012004030,1877097,5719765,4.2,21.0
15012004031,1877179,5719790,5.8,20.9
15012004032,1877101,5719718,8.2,21.0
15012004033,1877346,5719770,6.1,21.5
15012004034,1877390,5719790,5.8,21.7
15012004035,1877382,5719751,3.0,21.6
15012004036,1877350,5719698,13.4,21.3
15012004037,1877367,5719625,8.5,22.5
15012004038,1877368,5719662,10.6,21.1
15012004039,1877456,5719643,2.1,22.4
15012004040,1877397,5719631,5.7,23.5
15012004041,1877458,5719665,10.3,22.1
15012004042,1877507,5719664,7.6,22.3
15012004043,1877431,5719692,6.9,22.2
15012004044,1877425,5719746,3.9,22.4
15012004045,1877396,5719697,1.2,22.4
15012004046,1877466,5719759,18.4,22.6
15012004047,1877517,5719718,15.1,23.1
15012004048,1877503,5719750,6.0,22.9
15012004049,1877533,5719775,18.1,24.5
15012004050,1877472,5719786,18.1,24.6
15012004051,1877501,5719776,3.0,25.1
15012004052,1877512,5719827,18.7,24.5
15012004053,1877483,5719842,58.9,25.0
15012004054,1877418,5719814,51.0,24.9
15012004055,1877680,5719818,6.3,23.6
15012004056,1877632,5719792,4.5,24.3
15012004057,1877612,5719826,1.2,25.0
15012004058,1877570,5719806,15.0,24.9
15012004059,1877830,5719835,3.9,24.4
15012004060,1877783,5719829,3.0,24.3
15012004061,1877925,5719827,20.7,26.2
15012004062,1877946,5719807,314.3,26.7
15012004063,1877924,5719789,1531.1,29.5
15012004064,1877915,5719783,48.0,35.6
15012004065,1877961,5719777,7033.9,28.0
15012004066,1877980,5719789,42.0,26.2
15012004067,1877912,5719738,4.5,25.3
15012004068,1877927,5719766,153.1,27.6
15012004069,1877932,5719767,1861.3,28.0
15012004070,1878004,5719815,2.4,26.6
15012004071,1878004,5719779,23.8,26.5
15012004072,1878027,5719790,0.9,25.3
15012004073,1878007,5719758,30.1,23.8
15012004074,1878003,5719732,10006.6,29.3
15012004075,1878023,5719705,1.2,28.1
15012004076,1878049,5719720,1.5,25.6
15012004077,1878050,5719753,30.7,24.8
15012004078,1878072,5719696,15.1,25.4
15012004079,1878077,5719663,6.9,25.3
15012004080,1878145,5719609,42.2,25.9
15012004081,1878150,5719585,57.2,25.1
15012004082,1878141,5719628,84.3,26.0
15012004083,1878150,5719549,29.2,25.3
15012004084,1878149,5719493,62.1,28.0
15012004085,1878204,5719461,1.5,23.4
15012004086,1878137,5719436,36.1,24.5
15012004087,1878152,5719402,20.2,24.8
15012004088,1878113,5719428,77.4,23.7
15012004089,1878077,5719427,8.4,24.6
15012004090,1878029,5719410,45.2,23.1
15012004091,1878052,5719459,228.9,23.3
15012004092,1878027,5719454,7.5,23.6
15012004093,1878089,5719477,4.8,22.6
15012004094,1878081,5719516,185.9,25.0
15012004095,1878061,5719520,33.1,25.8
15012004096,1878017,5719506,1.5,25.2
15012004097,1877989,5719540,86.1,24.1
15012004098,1877991,5719506,1.2,23.2
15012004099,1877987,5719575,58.4,24.8
15012004100,1878026,5719541,75.3,22.5
15012004101,1878051,5719544,30.1,24.6
15012004102,1878101,5719571,116.9,26.0
15012004103,1878063,5719591,68.7,26.4
15012004104,1878012,5719561,113.0,26.7
15012004105,1878057,5719619,15.1,24.9
15012004106,1878103,5719601,97.9,27.0
15012004107,1878116,5719707,47.3,24.9
15012004108,1878067,5719754,123.5,31.0
23012004001,1878178,5719594,32.1,18.0
23012004002,1878185,5719555,33.0,20.2
23012004003,1878187,5719521,25.1,17.2
23012004004,1878226,5719479,17.0,15.7
23012004005,1878248,5719467,1.2,22.5
23012004006,1878255,5719407,3.0,21.6
23012004007,1878241,5719374,12.7,17.3
23012004008,1878288,5719501,32.1,19.2
23012004009,1878278,5719531,753.7,18.5
23012004010,1878243,5719492,30.3,15.3
23012004011,1878292,5719544,33.3,18.3
23012004012,1878207,5719494,1098.2,18.1
23012004013,1878198,5719554,154.4,18.7
23012004014,1878217,5719565,0.6,19.1
23012004015,1878241,5719580,1.2,14.9
23012004016,1878254,5719640,9.1,20.0
23012004017,1878229,5719626,557.0,19.2
23012004018,1878211,5719581,23.9,29.7
23012004019,1878223,5719633,1.2,20.3
23012004020,1878266,5719645,250.3,30.3
23012004021,1878287,5719651,37.2,20.0
23012004022,1878309,5719675,44.8,17.0
23012004023,1878351,5719680,15.7,20.2
23012004024,1878373,5719707,8.8,18.0
23012004025,1878395,5719728,6.7,19.1
23012004026,1878203,5719638,12.7,22.1
23012004027,1878196,5719594,63.6,23.7
23012004028,1878195,5719581,28.5,24.5
23012004029,1878202,5719662,1.2,21.6
23012004030,1878263,5719678,1.2,22.8
23012004031,1878309,5719688,49.9,26.6
23012004032,1878353,5719708,1.8,22.4
23012004033,1878280,5719700,3.9,21.9
23012004034,1878248,5719703,24.8,24.0
23012004035,1878248,5719734,7.6,24.0
23012004036,1878205,5719751,1.2,23.8
23012004037,1878164,5719737,9.1,23.0
23012004038,1878206,5719709,66.3,24.1
23012004039,1878186,5719697,23.0,21.3
23012004040,1878193,5719625,4.8,19.7
23012004041,1878151,5719664,59.9,23.0
23012004042,1878135,5719688,96.6,24.0
23012004043,1878116,5719748,12.0,21.2
23012004044,1878137,5719767,4.8,21.9
23012004045,1878300,5719786,7.8,26.7
23012004046,1878246,5719796,3.9,24.7
23012004047,1878344,5719739,21.2,23.0
23012004048,1878305,5719754,10.5,23.4
23012004049,1878355,5719778,13.5,22.9
23012004050,1878367,5719799,23.9,22.6
23012004051,1878328,5719836,12.3,26.1
23012004052,1878345,5719876,5.1,21.6
23012004053,1878348,5719927,4.2,26.9
23012004054,1878382,5719903,2883.1,25.3
23012004055,1878369,5719858,22.1,22.9
23012004056,1878420,5719871,12.9,24.0
23012004057,1878452,5719900,9.9,24.9
23012004058,1878413,5719848,9.9,19.0
23012004059,1878462,5719965,10.2,28.4
23012004060,1878436,5719928,1.2,23.1
23012004061,1878485,5719982,41.9,29.0
23012004062,1878482,5719951,726.8,62.4
23012004063,1878471,5719925,7.5,59.4
23012004064,1878514,5719979,26.9,26.2
23012004065,1878523,5719926,149.5,29.3
23012004066,1878497,5719869,29.3,30.2
23012004067,1878451,5719821,17.3,24.2
23012004068,1878429,5719757,8.4,25.6
23012004069,1878414,5719669,7.8,27.5
23012004070,1878367,5719649,11.7,28.7
23012004071,1878333,5719576,13.8,28.0
23012004072,1878439,5719957,10.8,24.9
23012004073,1878392,5719950,4187.1,49.2
23012004074,1878415,5719966,9.6,25.8
23012004075,1878409,5720008,12.0,27.7
23012004076,1878410,5719974,11.4,31.9
23012004077,1878395,5720033,370.7,27.3
19022004001,1878389,5719968,596.2,26.5
19022004002,1878355,5719962,933.0,61.4
19022004003,1878336,5719986,4.3,19.4
19022004004,1878366,5719967,1464.3,76.7
19022004005,1878371,5719998,30.3,42.4
19022004006,1878367,5720022,778.5,44.6
19022004007,1878340,5720025,435.6,29.0
19022004008,1878329,5719998,5.9,19.2
19022004009,1878291,5719986,23.8,17.0
19022004010,1878307,5719968,1035.2,18.9
19022004011,1878280,5719921,9.9,16.8
19022004012,1878305,5719902,68.0,20.5
19022004013,1878289,5719897,17.9,18.1
19022004014,1878283,5719824,4.3,16.9
19022004015,1878268,5719786,1.5,16.4
19022004016,1878240,5719841,21.0,17.5
19022004017,1878203,5719843,129.8,25.2
19022004018,1878159,5719838,4.6,17.4
19022004019,1878172,5719788,4.3,17.1
19022004020,1878103,5719752,4.9,17.6
19022004021,1878083,5719768,37.1,25.7
19022004022,1878061,5719803,988.6,25.6
19022004023,1878061,5719826,4.6,17.6
19022004024,1878050,5719836,9.7,16.9
19022004025,1878072,5719867,1.2,18.2
19022004026,1878065,5719922,33.4,16.5
19022004027,1878085,5719902,23.7,17.5
19022004028,1878098,5719878,2003.9,35.7
19022004029,1878148,5719915,240.2,29.7
19022004030,1878152,5719874,88.2,19.5
19022004031,1878181,5719879,146.0,26.1
19022004032,1878196,5719871,7.6,22.1
19022004033,1878228,5719892,3831.4,53.7
19022004034,1878258,5719862,5.8,17.9
19022004035,1878268,5719896,60.8,17.6
19022004036,1878263,5719944,6.7,18.6
19022004037,1878263,5719991,25.5,18.0
19022004038,1878280,5720033,30.1,18.3
19022004039,1878303,5720058,38.0,29.1
19022004040,1878349,5720052,465.2,48.0
19022004041,1878375,5720091,118.6,21.6
19022004042,1878281,5720109,9.4,18.4
19022004043,1878304,5720100,118.6,24.2
19022004044,1878335,5720130,9.4,22.2
19022004045,1878352,5720140,13.1,17.9
19022004046,1878385,5720164,10.3,18.2
19022004047,1878326,5720171,3.3,18.1
19022004048,1878297,5720154,19.8,19.9
19022004049,1878262,5720160,5.5,18.8
19022004050,1878196,5720143,3.3,18.6
19022004051,1878221,5720206,10.3,19.4
19022004052,1878229,5720247,3.0,18.4
19022004053,1878276,5720248,6.7,19.0
19022004054,1878224,5720286,2.7,18.5
19022004055,1878190,5720240,1.5,17.7
19022004056,1878153,5720194,6.4,17.7
19022004057,1878189,5720173,3.6,19.5
19022004058,1878156,5720147,13.1,18.8
19022004059,1878098,5720171,14.9,18.5
19022004060,1878067,5720141,19.8,19.6
19022004061,1878035,5720124,1030.8,31.3
19022004062,1877999,5720090,26.8,19.2
19022004063,1878066,5720086,9.1,19.5
19022004064,1878114,5720112,18.9,18.5
19022004065,1878124,5720065,5.2,18.6
19022004066,1878149,5720097,3.3,17.8
19022004067,1878170,5720141,14.3,18.9
19022004068,1878220,5720117,29.8,18.8
19022004069,1878194,5720093,9.7,18.0
19022004070,1878251,5720113,12.2,17.6
19022004071,1878254,5720080,17.6,24.0
19022004072,1878227,5720059,4.6,25.2
19022004073,1878262,5720023,15.2,25.6
19022004074,1878202,5720022,4.0,25.3
19022004075,1878219,5719985,52.0,24.8
19022004076,1878193,5719977,13.1,26.5
19022004077,1878231,5719967,15.8,26.0
19022004078,1878155,5719939,834.1,26.6
19022004079,1878120,5719943,290.1,28.7
19022004080,1878103,5719956,68.4,25.2
19022004081,1878066,5719959,1.2,26.9
19022004082,1878056,5720000,4.6,25.9
19022004083,1878105,5720020,4.6,24.2
19022004084,1878134,5720034,1.2,27.3
19022004085,1878136,5719972,6.4,26.8
19022004086,1878178,5719995,203.1,26.1
19022004087,1877913,5720018,1.2,20.1
19022004088,1878005,5719980,22.8,20.8
19022004089,1878033,5719960,2.4,22.2
19022004090,1877991,5719929,5.6,20.0
19022004091,1878012,5719946,2.4,21.1
19022004092,1878045,5719900,6.2,22.6
19022004093,1878055,5719844,2.7,19.5
19022004094,1878021,5719824,47.8,22.0
19022004095,1877983,5719840,14.8,20.6
19022004096,1877901,5719869,1.2,23.4
19022004097,1877925,5719897,1.2,21.5
19022004098,1877953,5719938,2.4,22.1
19022004099,1877934,5719971,5.6,20.2
19022004100,1877887,5719975,1803.0,23.8
19022004101,1877863,5719998,712.1,22.4
19022004102,1877770,5719920,6.5,22.3
19022004103,1877818,5719969,6.8,20.8
19022004104,1877796,5719862,4.2,22.6
19022004105,1877747,5719902,3.3,22.4
19022004106,1877750,5719859,7.1,23.7
19022004107,1877769,5719855,16.6,22.6
19022004108,1877811,5719871,9.2,22.5
19022004109,1877835,5719874,10.4,24.3
19022004110,1877816,5719922,5.6,23.1
19022004111,1877881,5719927,5.3,20.8
19022004112,1877897,5719965,6.5,19.3
19022004113,1877843,5719959,2.7,23.4
19022004114,1877933,5720062,3.0,23.0
19022004115,1877973,5720060,5.6,21.9
19022004116,1878035,5720040,7.1,20.6
19022004117,1877983,5720013,10.7,20.7
19022004118,1877889,5720058,1.2,20.6
19022004119,1877828,5720085,3.3,21.6
19022004120,1877867,5720030,216.6,21.7
19022004121,1877823,5720020,5.0,21.0
19022004122,1877778,5719987,7.1,20.7
19022004123,1877716,5719948,6.5,20.0
19022004124,1877723,5719924,4.2,21.1
19022004125,1877768,5719957,13.4,20.0
19022004126,1877710,5719866,406.5,21.1
19022004127,1877667,5719864,3.6,22.0
19022004128,1877613,5719854,4.2,21.4
19022004129,1877538,5719852,133.5,22.3
19022004130,1877600,5719873,4.5,22.5
19022004131,1877642,5719896,3.9,20.4
19022004132,1877684,5719925,1.8,21.2
19022004133,1877705,5719893,127.6,22.4
19022004134,1877629,5719875,3.9,20.7
27022004001,1877985,5720145,8.3,17.3
27022004002,1877979,5720091,1.2,18.7
27022004003,1877928,5720083,1.5,19.7
27022004004,1877883,5720114,3.7,20.0
27022004005,1877854,5720093,1.5,18.8
27022004006,1877827,5720128,1.2,18.8
27022004007,1877821,5720177,27.9,26.4
27022004008,1877886,5720176,194.5,58.2
27022004009,1877810,5720241,0.0,
27022004010,1877796,5720273,4.0,19.1
27022004011,1877802,5720268,0.0,
27022004012,1877855,5720273,82.7,18.4
27022004013,1877889,5720276,17.5,18.7
27022004014,1877923,5720289,1.8,18.6
27022004015,1877975,5720283,9.5,18.0
27022004016,1878010,5720246,5.5,18.8
27022004017,1877996,5720197,8.0,19.6
27022004018,1878044,5720171,5.8,17.5
27022004019,1878017,5720139,29.7,18.4
27022004020,1877968,5720168,3.4,18.0
27022004021,1877923,5720196,156.2,26.6
27022004022,1877896,5720193,23.6,20.5
27022004023,1877893,5720227,294.1,66.3
27022004024,1877917,5720238,31.6,55.7
27022004025,1877945,5720230,36.8,31.8
27022004026,1877974,5720217,50.5,18.5
27022004027,1877912,5720222,187.2,98.0
27022004028,1877912,5720159,1.2,16.4
27022004029,1877961,5720146,29.7,18.4
27022004030,1877836,5720323,24.4,18.2
27022004031,1877803,5720328,37.9,17.7
27022004032,1877788,5720345,1.2,18.9
27022004033,1877800,5720351,19.5,19.0
