This corresponds to Model A of Holden et al. (2017), Geophysical Research Letters, http://dx.doi.org/10.1002/2017GL075301.
     segment             lat                lon            depth (km)           slip (m)         rise_time (s)    rupture time (s)        strike              dip               rake         patch length (m)       patch width (m)    
               21          -42.00707          174.04810           24.06250              0.00000           3.00000           73.04766          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.14014          174.02650           22.18750              0.00000           3.00000           73.06190          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.88014          173.86740           28.43750              0.97172           3.00000           73.08207          221.21940          12.00000         106.98030           3000.00000             3006.08400
               21          -42.18827          173.67210           25.93750              0.00000           3.00000           73.09061          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.93070          174.08470            4.68750              5.45293           3.73624           73.09130          223.34000          70.00000         170.47530           2000.00000             3325.55600
               21          -42.02028          173.59220           29.68750              1.10613           3.00000           73.10808          221.21940          12.00000         115.40780           3000.00000             3006.08400
               21          -42.21880          173.92700           22.18750              0.00000           3.00000           73.11582          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.20647          173.69790           25.31250              0.00000           3.00000           73.13417          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.23994          173.85130           22.81250              0.00000           3.00000           73.13778          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.91490          173.96950           26.56250              0.06398           3.00000           73.14148          221.21940          12.00000         180.00000           3000.00000             3006.08400
                4          -42.14528          173.56840           18.26923              1.50540           3.00000           73.16716          216.96430          55.00000         180.00000           1917.12300             2347.64400
               21          -42.09587          173.59380           28.43750              0.64386           3.00000           73.17436          221.21940          12.00000          98.87824           3000.00000             3006.08400
               20          -42.11250          173.52930           12.50000              1.03430           3.00000           73.17480          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -41.95115          174.02110           25.31250              0.00000           3.00000           73.20867          221.21940          12.00000          90.00000           3000.00000             3006.08400
                4          -42.20463          173.62940            6.73077              3.17657           3.00000           73.21192          216.96430          55.00000         180.00000           1917.12300             2347.64400
               21          -42.17007          173.64620           26.56250              0.08129           3.00000           73.21843          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.24140          173.80040           23.43750              0.00000           3.00000           73.22930          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.92372          173.66600           30.31250              1.75990           3.00000           73.22943          221.21940          12.00000         104.77820           3000.00000             3006.08400
               20          -42.06941          173.56480           23.61111              0.72689           3.00000           73.24789          255.25640          70.00000         180.00000           1950.89400             2956.05000
                1          -41.90349          174.08260           10.93750              8.55926           4.68099           73.29422          223.34000          70.00000         167.40680           2000.00000             3325.55600
               21          -41.90412          173.69090           30.31250              1.89662           3.00000           73.30053          221.21940          12.00000         101.02040           3000.00000             3006.08400
               21          -41.94332          173.64120           30.31250              1.59876           3.00000           73.32794          221.21940          12.00000         107.84110           3000.00000             3006.08400
                4          -42.16075          173.74050            0.96154             12.48112           5.65258           73.34312          216.96430          55.00000         168.90860           1917.12300             2347.64400
               21          -42.22466          173.72370           24.68750              0.00000           3.00000           73.35544          221.21940          12.00000          90.00000           3000.00000             3006.08400
               20          -42.13159          173.58320            4.16667              1.11407           3.00000           73.36585          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -42.15187          173.62040           27.18750              0.27046           3.00000           73.37674          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.89677          173.94370           27.18750              0.13511           3.00000           73.38065          221.21940          12.00000         139.29580           3000.00000             3006.08400
                2          -41.90937          173.99480           20.31250              5.39857           3.71757           73.43598          255.79320          70.00000         139.88290           2025.00000             3325.55600
                2          -41.90321          173.96810           23.43750              3.72273           3.08710           73.44950          255.79320          70.00000         139.76650           2025.00000             3325.55600
               21          -42.12046          174.05130           22.18750              0.00000           3.00000           73.49258          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.03986          173.56730           29.68750              0.99639           3.00000           73.49324          221.21940          12.00000         108.27760           3000.00000             3006.08400
               21          -41.96927          174.04700           24.68750              0.00000           3.00000           73.49932          221.21940          12.00000          90.00000           3000.00000             3006.08400
               31          -41.80392          174.25570            4.68750              3.86344           3.14490           73.50075          223.34000          70.00000         164.19640           2000.00000             3325.55600
               21          -41.86345          173.79110           29.68750              1.89422           3.00000           73.50253          221.21940          12.00000          95.59839           3000.00000             3006.08400
               31          -41.86193          174.19700            1.56250              4.35559           3.33921           73.50308          223.34000          70.00000         169.35900           2000.00000             3325.55600
               21          -41.88451          173.71570           30.31250              1.99591           3.00000           73.51327          221.21940          12.00000          97.08983           3000.00000             3006.08400
               31          -41.74588          174.31430            7.81250              0.28224           3.00000           73.52586          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -42.23845          173.90210           22.18750              0.00000           3.00000           73.52979          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.07765          173.56810           29.06250              0.86143           3.00000           73.53508          221.21940          12.00000         100.69080           3000.00000             3006.08400
                4          -42.16630          173.56630           16.34615              2.25176           3.00000           73.53716          216.96430          55.00000         180.00000           1917.12300             2347.64400
               20          -42.13027          173.53460            6.94444              0.73995           3.00000           73.58279          255.25640          70.00000         180.00000           1950.89400             2956.04900
               21          -41.96291          173.61630           30.31250              1.42514           3.00000           73.60136          221.21940          12.00000         109.67390           3000.00000             3006.08400
               20          -42.10362          173.52670           15.27778              0.95996           3.00000           73.61692          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -42.13366          173.59470           27.81250              0.52715           3.00000           73.61997          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.86198          173.84160           29.06250              1.44319           3.00000           73.63387          221.21940          12.00000          96.46942           3000.00000             3006.08400
               20          -42.08207          173.54440           20.83333              1.01723           3.00000           73.63429          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -42.06298          174.07500           22.81250              0.00000           3.00000           73.66551          221.21940          12.00000          90.00000           3000.00000             3006.08400
                4          -42.09557          173.55990           24.03846              0.02260           3.00000           73.67495          216.96430          55.00000         180.00000           1917.12300             2347.64400
               21          -42.02518          174.07390           23.43750              0.00000           3.00000           73.71837          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.87863          173.91790           27.81250              0.39803           3.00000           73.73315          221.21940          12.00000         105.53500           3000.00000             3006.08400
               21          -42.24284          173.74960           24.06250              0.00000           3.00000           73.73849          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.98249          173.59140           30.31250              1.25145           3.00000           73.76424          221.21940          12.00000         109.77960           3000.00000             3006.08400
                7          -42.24171          173.82360            1.38889              6.09744           3.95088           73.77004          243.77800          70.00000         180.00000           1965.70600             2956.05000
                4          -42.11659          173.55780           22.11538              0.30023           3.00000           73.79295          216.96430          55.00000         180.00000           1917.12300             2347.64400
                2          -41.93553          174.02740           10.93750             16.12996           6.42594           73.79687          255.79320          70.00000         169.17050           2025.00000             3325.55600
                2          -41.92552          174.02450           14.06250             11.72789           5.47936           73.79789          255.79320          70.00000         161.56300           2025.00000             3325.55600
               20          -42.13290          173.63190            1.38889              0.61974           3.00000           73.85540          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -41.86490          173.74050           30.31250              2.04367           3.00000           73.87016          221.21940          12.00000          93.58776           3000.00000             3006.08400
                4          -42.13761          173.55580           20.19231              0.90337           3.00000           73.90846          216.96430          55.00000         180.00000           1917.12300             2347.64400
               21          -42.19761          174.00270           21.56250              0.00000           3.00000           73.93030          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.00207          173.56650           30.31250              1.09122           3.00000           73.96195          221.21940          12.00000         107.79130           3000.00000             3006.08400
               21          -42.10078          174.07610           22.18750              0.00000           3.00000           73.96572          221.21940          12.00000          90.00000           3000.00000             3006.08400
                2          -41.91552          174.02160           17.18750              7.03076           4.24249           73.97050          255.79320          70.00000         148.35410           2025.00000             3325.55600
               21          -42.11544          173.56890           28.43750              0.77247           3.00000           73.97218          221.21940          12.00000          91.73360           3000.00000             3006.08400
               21          -42.25957          173.82630           22.81250              0.00000           3.00000           73.98962          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.98738          174.07280           24.06250              0.00000           3.00000           74.00310          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.17794          174.02760           21.56250              0.00000           3.00000           74.01132          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.89809          174.10930            7.81250              7.47167           4.37350           74.01936          223.34000          70.00000         167.67410           2000.00000             3325.55600
                1          -41.92153          174.03870           14.06250              7.28173           4.31755           74.05048          223.34000          70.00000         158.65370           2000.00000             3325.55600
                2          -41.94553          174.03030            7.81250             13.11298           5.79390           74.06305          255.79320          70.00000         173.89960           2025.00000             3325.55600
               21          -42.05943          173.54230           29.68750              0.94224           3.00000           74.06824          221.21940          12.00000         100.40240           3000.00000             3006.08400
               21          -42.21728          173.97780           21.56250              0.00000           3.00000           74.09376          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.25809          173.87720           22.18750              0.00000           3.00000           74.10193          221.21940          12.00000          90.00000           3000.00000             3006.08400
                4          -42.15863          173.55370           18.26923              1.66393           3.00000           74.12765          216.96430          55.00000         180.00000           1917.12300             2347.64400
                3          -41.98455          173.96240            1.25000              3.08290           3.00000           74.13509          230.01310          60.00000         180.00000           1916.79700             2886.75100
                4          -42.17985          173.69860            2.88462              8.17075           4.57353           74.14045          216.96430          55.00000         175.91120           1917.12300             2347.64400
               20          -42.09473          173.52410           18.05556              0.77090           3.00000           74.14391          255.25640          70.00000         180.00000           1950.89400             2956.04900
                2          -41.89936          173.99190           23.43750              2.45187           3.00000           74.17233          255.79320          70.00000         124.58910           2025.00000             3325.55600
               21          -41.91336          174.02010           25.93750              0.00000           3.00000           74.17657          221.21940          12.00000          90.00000           3000.00000             3006.08400
               20          -42.07319          173.54180           23.61111              0.49252           3.00000           74.18977          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -42.18966          173.62130           26.56250              0.18952           3.00000           74.20538          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.20787          173.64710           25.93750              0.03769           3.00000           74.21691          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.91804          174.10190            4.68750              4.89993           3.54172           74.21845          223.34000          70.00000         167.63390           2000.00000             3325.55600
               21          -41.90552          173.64030           30.93750              1.61092           3.00000           74.23284          221.21940          12.00000          95.45327           3000.00000             3006.08400
                4          -42.19893          173.65670            4.80769              4.42455           3.36554           74.25228          216.96430          55.00000         179.55420           1917.12300             2347.64400
                1          -41.90887          174.05580           14.06250              5.80926           3.85639           74.25797          223.34000          70.00000         159.42610           2000.00000             3325.55600
               21          -42.15826          174.05240           21.56250              0.00000           3.00000           74.26712          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.86049          173.89210           28.43750              0.83600           3.00000           74.26880          221.21940          12.00000          95.16072           3000.00000             3006.08400
               21          -42.17145          173.59550           27.18750              0.43622           3.00000           74.27389          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.26102          173.77550           23.43750              0.00000           3.00000           74.27602          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.88593          173.66520           30.93750              1.75622           3.00000           74.27879          221.21940          12.00000          93.29300           3000.00000             3006.08400
               21          -42.02164          173.54150           30.31250              0.95735           3.00000           74.29149          221.21940          12.00000         103.71440           3000.00000             3006.08400
                2          -41.90551          174.01870           20.31250              3.67917           3.06899           74.29176          255.79320          70.00000         126.62700           2025.00000             3325.55600
               21          -42.09722          173.54310           29.06250              0.92556           3.00000           74.30094          221.21940          12.00000          93.42595           3000.00000             3006.08400
               21          -41.84382          173.81590           29.68750              1.80360           3.00000           74.32928          221.21940          12.00000          91.65484           3000.00000             3006.08400
               21          -42.23694          173.95290           21.56250              0.00000           3.00000           74.33495          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.89523          173.99420           26.56250              0.00000           3.00000           74.33947          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.93147          174.04590           25.31250              0.00000           3.00000           74.34506          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.22607          173.67290           25.31250              0.00000           3.00000           74.35471          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.92511          173.61550           30.93750              1.44017           3.00000           74.36055          221.21940          12.00000          97.73317           3000.00000             3006.08400
                4          -42.10892          173.54520           24.03846              0.06478           3.00000           74.38788          216.96430          55.00000         180.00000           1917.12300             2347.64400
                7          -42.19727          173.92720            4.16667              0.38598           3.00000           74.39594          243.77800          70.00000         118.27880           1965.70600             2956.05000
                1          -41.89082          174.09970           10.93750              7.47881           4.37559           74.41404          223.34000          70.00000         167.91990           2000.00000             3325.55600
               21          -41.84528          173.76530           30.31250              2.02537           3.00000           74.43742          221.21940          12.00000          91.16143           3000.00000             3006.08400
               21          -42.15323          173.56970           27.81250              0.70889           3.00000           74.46528          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.04329          174.09980           22.81250              0.00000           3.00000           74.47228          221.21940          12.00000          90.00000           3000.00000             3006.08400
               31          -41.79123          174.27280            4.68750              3.39123           3.00000           74.50108          223.34000          70.00000         160.89420           2000.00000             3325.55600
               21          -41.86633          173.69000           30.93750              1.85922           3.00000           74.53769          221.21940          12.00000          91.45913           3000.00000             3006.08400
               20          -42.13537          173.56020            4.16667              0.75951           3.00000           74.56488          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -42.08108          174.10100           22.18750              0.00000           3.00000           74.57985          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.24426          173.69880           24.68750              0.00000           3.00000           74.59675          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.94958          174.07170           24.68750              0.00000           3.00000           74.60721          221.21940          12.00000          90.00000           3000.00000             3006.08400
                4          -42.12994          173.54320           22.11538              0.41494           3.00000           74.61598          216.96430          55.00000         180.00000           1917.12300             2347.64400
               21          -41.94470          173.59060           30.93750              1.25900           3.00000           74.62183          221.21940          12.00000          99.66064           3000.00000             3006.08400
               21          -41.87711          173.96840           27.18750              0.05525           3.00000           74.63037          221.21940          12.00000          90.00000           3000.00000             3006.08400
               31          -41.84925          174.21410            1.56250              4.34702           3.33592           74.63216          223.34000          70.00000         173.95350           2000.00000             3325.55600
               21          -42.00549          174.09870           23.43750              0.00000           3.00000           74.65763          221.21940          12.00000          90.00000           3000.00000             3006.08400
               20          -42.08585          173.52140           20.83333              0.51548           3.00000           74.68908          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -42.13857          174.07730           21.56250              0.00000           3.00000           74.69467          221.21940          12.00000          90.00000           3000.00000             3006.08400
                4          -42.17413          173.72590            0.96154             12.34080           5.62072           74.70771          216.96430          55.00000         174.90240           1917.12300             2347.64400
               21          -42.25659          173.92800           21.56250              0.00000           3.00000           74.72007          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.13501          173.54390           28.43750              0.92336           3.00000           74.75049          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.89621          174.07290           14.06250              4.66337           3.45518           74.76136          223.34000          70.00000         161.48940           2000.00000             3325.55600
                2          -41.95939          174.00930            4.68750              6.85115           4.18795           74.76618          255.79320          70.00000         178.77880           2025.00000             3325.55600
               21          -41.84234          173.86640           29.06250              1.30047           3.00000           74.76675          221.21940          12.00000          91.26236           3000.00000             3006.08400
               21          -41.96428          173.56570           30.93750              1.07971           3.00000           74.78616          221.21940          12.00000         100.68810           3000.00000             3006.08400
                4          -42.15096          173.54110           20.19231              1.04618           3.00000           74.81239          216.96430          55.00000         180.00000           1917.12300             2347.64400
                7          -42.15272          174.03070            6.94444              0.50201           3.00000           74.81670          243.77800          70.00000          90.00000           1965.70600             2956.04900
               21          -42.04120          173.51660           30.31250              0.85776           3.00000           74.82633          221.21940          12.00000          98.33756           3000.00000             3006.08400
               21          -42.07899          173.51740           29.68750              0.93293           3.00000           74.85005          221.21940          12.00000          94.04773           3000.00000             3006.08400
               21          -42.27773          173.85220           22.18750              0.00000           3.00000           74.86538          221.21940          12.00000          90.00000           3000.00000             3006.08400
                2          -41.89551          174.01580           23.43750              1.70176           3.00000           74.91769          255.79320          70.00000         104.49030           2025.00000             3325.55600
               21          -41.98385          173.54080           30.93750              0.91221           3.00000           74.94826          221.21940          12.00000         100.29910           3000.00000             3006.08400
               31          -41.73317          174.33130            7.81250              0.12436           3.00000           74.95592          223.34000          70.00000         101.36210           2000.00000             3325.55600
               21          -42.27919          173.80140           22.81250              0.00000           3.00000           74.95909          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.26245          173.72460           24.06250              0.00000           3.00000           74.97131          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.84672          173.71480           30.93750              1.90459           3.00000           74.98227          221.21940          12.00000          90.20709           3000.00000             3006.08400
               21          -41.85897          173.94270           27.81250              0.29816           3.00000           75.00044          221.21940          12.00000          90.00000           3000.00000             3006.08400
               20          -42.13669          173.60890            1.38889              0.14405           3.00000           75.04625          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -41.96769          174.09760           24.06250              0.00000           3.00000           75.06511          221.21940          12.00000          90.00000           3000.00000             3006.08400
                2          -41.91166          174.04540           17.18750              4.99249           3.57502           75.11131          255.79320          70.00000         142.23550           2025.00000             3325.55600
                2          -41.93167          174.05120           10.93750             13.52038           5.88321           75.11260          255.79320          70.00000         167.69950           2025.00000             3325.55600
                2          -41.92166          174.04830           14.06250              9.17542           4.84655           75.12424          255.79320          70.00000         159.35860           2025.00000             3325.55600
               21          -42.11888          174.10210           21.56250              0.00000           3.00000           75.12650          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.11679          173.51810           29.06250              1.01141           3.00000           75.12707          221.21940          12.00000          90.36998           3000.00000             3006.08400
                4          -42.12227          173.53060           24.03846              0.11827           3.00000           75.13749          216.96430          55.00000         180.00000           1917.12300             2347.64400
               20          -42.07696          173.51880           23.61111              0.24600           3.00000           75.14634          255.25640          70.00000         180.00000           1950.89400             2956.05000
               21          -42.20924          173.59630           26.56250              0.32333           3.00000           75.19850          221.21940          12.00000          90.00000           3000.00000             3006.08400
                7          -42.23449          173.84540            1.38889              4.75599           3.48932           75.20920          243.77800          70.00000         180.00000           1965.70600             2956.05000
               21          -41.82566          173.79010           30.31250              1.93067           3.00000           75.21342          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.19103          173.57050           27.18750              0.61498           3.00000           75.23106          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.00341          173.51580           30.93750              0.76448           3.00000           75.24768          221.21940          12.00000          98.20806           3000.00000             3006.08400
               21          -42.27624          173.90310           21.56250              0.00000           3.00000           75.24791          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.21573          174.02860           20.93750              0.00000           3.00000           75.26881          221.21940          12.00000          90.00000           3000.00000             3006.08400
                2          -41.90165          174.04250           20.31250              2.53409           3.00000           75.29141          255.79320          70.00000         111.68790           2025.00000             3325.55600
               21          -42.22745          173.62210           25.93750              0.10135           3.00000           75.30471          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.17280          173.54470           27.81250              0.89055           3.00000           75.32271          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.88732          173.61460           31.56250              1.28117           3.00000           75.33360          221.21940          12.00000          90.36023           3000.00000             3006.08400
               21          -42.06139          174.12570           22.18750              0.00000           3.00000           75.34948          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.19605          174.05350           20.93750              0.00000           3.00000           75.35319          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.86773          173.63950           31.56250              1.40849           3.00000           75.37825          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.02359          174.12460           22.81250              0.00000           3.00000           75.37899          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.88543          174.12650            7.81250              6.79298           4.17013           75.38270          223.34000          70.00000         166.75950           2000.00000             3325.55600
               21          -41.82419          173.84060           29.68750              1.64271           3.00000           75.39804          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.23541          174.00380           20.93750              0.00000           3.00000           75.42797          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.28064          173.75050           23.43750              0.00000           3.00000           75.43993          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.90690          173.58980           31.56250              1.12554           3.00000           75.45353          221.21940          12.00000          91.33205           3000.00000             3006.08400
               21          -41.89367          174.04480           25.93750              0.00000           3.00000           75.46192          221.21940          12.00000          90.00000           3000.00000             3006.08400
                4          -42.14329          173.52850           22.11538              0.52150           3.00000           75.46832          216.96430          55.00000         180.00000           1917.12300             2347.64400
                4          -42.21229          173.64200            4.80769              3.50209           3.00000           75.49477          216.96430          55.00000         180.00000           1917.12300             2347.64400
               21          -42.24566          173.64790           25.31250              0.00078           3.00000           75.50556          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.84084          173.91690           28.43750              0.68927           3.00000           75.51288          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.91179          174.07060           25.31250              0.00000           3.00000           75.51996          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.88355          174.09010           14.06250              3.79522           3.11701           75.55168          223.34000          70.00000         164.13800           2000.00000             3325.55600
               21          -41.82711          173.73960           30.93750              1.88134           3.00000           75.56513          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.17637          174.07840           20.93750              0.00000           3.00000           75.59252          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.15458          173.51890           28.43750              1.06652           3.00000           75.59430          221.21940          12.00000          90.00000           3000.00000             3006.08400
                2          -41.94167          174.05410            7.81250             11.57029           5.44242           75.61763          255.79320          70.00000         172.18680           2025.00000             3325.55600
                1          -41.87815          174.11680           10.93750              6.60373           4.11164           75.62003          223.34000          70.00000         167.86140           2000.00000             3325.55600
                4          -42.19322          173.68400            2.88462              6.89220           4.20048           75.62785          216.96430          55.00000         178.60770           1917.12300             2347.64400
                1          -41.90537          174.11900            4.68750              4.42527           3.36581           75.63157          223.34000          70.00000         164.97380           2000.00000             3325.55600
               21          -41.87556          174.01900           26.56250              0.00000           3.00000           75.64558          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.25507          173.97890           20.93750              0.00000           3.00000           75.65727          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.98579          174.12350           23.43750              0.00000           3.00000           75.67845          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.84813          173.66430           31.56250              1.49372           3.00000           75.69327          221.21940          12.00000          90.00000           3000.00000             3006.08400
                2          -41.89165          174.03960           23.43750              1.26808           3.00000           75.69543          255.79320          70.00000          90.00000           2025.00000             3325.55600
               21          -42.06076          173.49160           30.31250              0.78972           3.00000           75.70562          221.21940          12.00000          93.33144           3000.00000             3006.08400
               21          -42.09855          173.49240           29.68750              0.94368           3.00000           75.71360          221.21940          12.00000          90.63370           3000.00000             3006.08400
               21          -41.92648          173.56490           31.56250              0.95639           3.00000           75.73083          221.21940          12.00000          92.48032           3000.00000             3006.08400
               21          -42.09918          174.12690           21.56250              0.00000           3.00000           75.73405          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.29736          173.82730           22.18750              0.00000           3.00000           75.74246          221.21940          12.00000          90.00000           3000.00000             3006.08400
               31          -41.77853          174.28980            4.68750              2.59004           3.00000           75.76711          223.34000          70.00000         157.27770           2000.00000             3325.55600
               21          -41.92989          174.09650           24.68750              0.00000           3.00000           75.76770          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.91425          174.02900           17.18750              3.54285           3.01160           75.79750          223.34000          70.00000         138.24660           2000.00000             3325.55600
