segment,lon (deg),lat (deg),depth (m),slip (m),strike (deg),dip (deg),rake (deg),rupture time (s),length (m),width (m)
1,166.413,-46.0703,34206.8576,0.92699,23.5,40.65,157.12, ,5000.0,5000.0
1,166.457,-46.0836,37600.6372,0.31396,23.5,42.72,149.03, ,5000.0,5000.0
1,166.5,-46.0966,41129.8659,0.07608,23.5,44.85,9.47, ,5000.0,5000.0
1,166.541,-46.1091,44791.1578,0.18669,23.5,47.03,337.53, ,5000.0,5000.0
1,166.581,-46.1211,48578.5848,0.0475,23.5,49.2,1.41, ,5000.0,5000.0
1,166.619,-46.1325,52485.7186,0.45371,23.5,51.34,128.42, ,5000.0,5000.0
1,165.875,-45.8586,6350.7757,1.36392,23.5,13.37,127.77, ,5000.0,5000.0
1,165.932,-45.8758,7906.5447,2.47221,23.5,18.13,128.19, ,5000.0,5000.0
1,165.988,-45.8927,9769.2467,3.57465,23.5,21.87,129.53, ,5000.0,5000.0
1,166.042,-45.9091,11871.7091,4.50023,23.5,24.86,131.57, ,5000.0,5000.0
1,166.095,-45.9252,14167.4869,5.12085,23.5,27.33,134.23, ,5000.0,5000.0
1,166.148,-45.941,16625.7292,5.36136,23.5,29.45,137.5, ,5000.0,5000.0
1,166.199,-45.9565,19227.8781,5.2057,23.5,31.36,141.35, ,5000.0,5000.0
1,166.249,-45.9716,21963.4445,4.69555,23.5,33.17,145.66, ,5000.0,5000.0
1,166.298,-45.9865,24828.0856,3.92017,23.5,34.95,150.02, ,5000.0,5000.0
1,166.346,-46.001,27822.026,2.99873,23.5,36.77,153.6, ,5000.0,5000.0
1,166.393,-46.0152,30947.8406,2.06069,23.5,38.67,154.96, ,5000.0,5000.0
1,166.439,-46.029,34206.8576,1.22943,23.5,40.65,151.84, ,5000.0,5000.0
1,166.483,-46.0424,37600.6372,0.60276,23.5,42.72,140.12, ,5000.0,5000.0
1,166.526,-46.0554,41129.8659,0.23355,23.5,44.85,108.48, ,5000.0,5000.0
1,166.567,-46.0678,44791.1578,0.11669,23.5,47.03,53.04, ,5000.0,5000.0
1,166.606,-46.0798,48578.5848,0.10544,23.5,49.2,94.34, ,5000.0,5000.0
1,166.644,-46.0913,52485.7186,0.50193,23.5,51.34,125.53, ,5000.0,5000.0
1,165.901,-45.8174,6350.7757,1.37609,23.5,13.37,125.75, ,5000.0,5000.0
1,165.958,-45.8346,7906.5447,2.47075,23.5,18.13,126.31, ,5000.0,5000.0
1,166.014,-45.8515,9769.2467,3.57477,23.5,21.87,127.69, ,5000.0,5000.0
1,166.068,-45.8679,11871.7091,4.51367,23.5,24.86,129.74, ,5000.0,5000.0
1,166.121,-45.884,14167.4869,5.1588,23.5,27.33,132.38, ,5000.0,5000.0
1,166.173,-45.8998,16625.7292,5.43548,23.5,29.45,135.63, ,5000.0,5000.0
1,166.224,-45.9152,19227.8781,5.32589,23.5,31.36,139.49, ,5000.0,5000.0
1,166.275,-45.9304,21963.4445,4.86607,23.5,33.17,143.85, ,5000.0,5000.0
1,166.324,-45.9453,24828.0856,4.13839,23.5,34.95,148.31, ,5000.0,5000.0
1,166.372,-45.9598,27822.026,3.25727,23.5,36.77,151.91, ,5000.0,5000.0
1,166.419,-45.974,30947.8406,2.34906,23.5,38.67,152.89, ,5000.0,5000.0
1,166.464,-45.9878,34206.8576,1.53603,23.5,40.65,148.96, ,5000.0,5000.0
1,166.509,-46.0012,37600.6372,0.91292,23.5,42.72,138.01, ,5000.0,5000.0
1,166.551,-46.0141,41129.8659,0.50363,23.5,44.85,120.48, ,5000.0,5000.0
1,166.593,-46.0266,44791.1578,0.26776,23.5,47.03,103.81, ,5000.0,5000.0
1,166.632,-46.0386,48578.5848,0.22088,23.5,49.2,112.92, ,5000.0,5000.0
1,166.67,-46.05,52485.7186,0.53833,23.5,51.34,125.1, ,5000.0,5000.0
1,165.927,-45.7761,6350.7757,1.34687,23.5,13.37,124.6, ,5000.0,5000.0
1,165.984,-45.7934,7906.5447,2.39542,23.5,18.13,124.98, ,5000.0,5000.0
1,166.039,-45.8102,9769.2467,3.47036,23.5,21.87,126.31, ,5000.0,5000.0
1,166.094,-45.8267,11871.7091,4.39759,23.5,24.86,128.34, ,5000.0,5000.0
1,166.147,-45.8428,14167.4869,5.05104,23.5,27.33,130.96, ,5000.0,5000.0
1,166.199,-45.8585,16625.7292,5.35774,23.5,29.45,134.17, ,5000.0,5000.0
1,166.25,-45.874,19227.8781,5.29652,23.5,31.36,137.97, ,5000.0,5000.0
